pl_name,discoverymethod,disc_year,disc_telescope,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_eqt
"Kepler-355 c","Transit",2014,"0.95 m Kepler Telescope",25.76229400,0.179000,2.710,0.242,7.80000,0.02450,2.150000,6.33000000000e+02
"Kepler-350 b","Transit",2014,"0.95 m Kepler Telescope",11.18956200,0.104000,1.850,0.165,4.08000,0.01280,3.540000,1.03700000000e+03
"Kepler-341 d","Transit",2014,"0.95 m Kepler Telescope",27.66631300,0.182000,1.850,0.165,4.08000,0.01280,3.540000,6.22000000000e+02
"Kepler-1492 b","Transit",2016,"0.95 m Kepler Telescope",16.75255007,0.126200,1.490,0.133,2.83000,0.00889,4.700000,8.01000000000e+02
"FU Tau b","Imaging",2008,"0.85 m Spitzer Space Telescope",,800.000000,12.200,1.090,5085.28000,16.00000,15.400000,2.37500000000e+03
"XO-2 N b","Transit",2007,"Canon 200mm f/1.8L",2.61586178,0.036800,11.131,0.993,179.89178,0.56600,0.715000,1.32800000000e+03
"KELT-3 b","Transit",2013,"Mamiya 645 80mm f/1.9",2.70339000,0.041230,17.486,1.560,616.59020,1.94000,0.750000,1.81600000000e+03
"Kepler-373 b","Transit",2014,"0.95 m Kepler Telescope",5.53530900,0.060000,1.360,0.121,2.42000,0.00761,5.290000,1.05400000000e+03
"Kepler-373 c","Transit",2014,"0.95 m Kepler Telescope",16.72594800,0.126000,1.240,0.111,2.07000,0.00651,5.970000,7.29000000000e+02
"Kepler-1508 b","Transit",2016,"0.95 m Kepler Telescope",20.70565040,0.162900,1.330,0.119,2.33000,0.00733,5.440000,9.67000000000e+02
"Kepler-371 b","Transit",2014,"0.95 m Kepler Telescope",34.76327800,0.200000,1.890,0.169,4.23000,0.01330,3.440000,5.54000000000e+02
"Kepler-383 b","Transit",2014,"0.95 m Kepler Telescope",12.90453200,0.095000,1.320,0.118,2.30000,0.00724,5.500000,5.45000000000e+02
"Kepler-383 c","Transit",2014,"0.95 m Kepler Telescope",31.20075100,0.172000,1.240,0.111,2.07000,0.00651,5.970000,4.06000000000e+02
"Kepler-365 b","Transit",2014,"0.95 m Kepler Telescope",10.66490300,0.098000,2.040,0.182,4.82000,0.01520,3.120000,8.65000000000e+02
"Kepler-404 b","Transit",2014,"0.95 m Kepler Telescope",11.82985100,0.102000,1.270,0.113,2.15000,0.00678,5.770000,7.30000000000e+02
"Kepler-387 b","Transit",2014,"0.95 m Kepler Telescope",6.79163600,0.068000,1.030,0.092,1.08000,0.00340,5.430000,9.94000000000e+02
"Kepler-387 c","Transit",2014,"0.95 m Kepler Telescope",11.83754900,0.098000,0.890,0.079,0.64000,0.00201,4.990000,8.26000000000e+02
"Kepler-388 b","Transit",2014,"0.95 m Kepler Telescope",3.17331500,0.036000,0.810,0.072,0.45700,0.00144,4.730000,8.30000000000e+02
"Kepler-388 c","Transit",2014,"0.95 m Kepler Telescope",13.29700400,0.093000,0.860,0.077,0.56600,0.00178,4.890000,5.15000000000e+02
"Kepler-354 d","Transit",2014,"0.95 m Kepler Telescope",24.20984200,0.146000,1.240,0.111,2.07000,0.00651,5.970000,4.51000000000e+02
"TOI-836 c","Transit",2023,"0.1 m TESS Telescope",8.59545000,0.075000,2.587,0.231,9.60000,0.03020,3.060000,6.65000000000e+02
"TOI-836 b","Transit",2023,"0.1 m TESS Telescope",3.81673000,0.042200,1.704,0.152,4.53000,0.01425,5.020000,8.71000000000e+02
"Kepler-186 c","Transit",2014,"0.95 m Kepler Telescope",7.26730200,0.045100,1.250,0.112,2.10000,0.00660,5.910000,4.64000000000e+02
"TOI-329 b","Transit",2024,"0.1 m TESS Telescope",5.70439000,0.063800,4.941,0.441,40.40000,0.12711,1.840000,1.21301549712e+03
"CoRoT-20 c","Radial Velocity",2018,"Multiple Telescopes",1675.00000000,2.900000,12.200,1.090,5403.11000,17.00000,16.400000,
"Kepler-431 c","Transit",2015,"0.95 m Kepler Telescope",8.70300000,0.084700,0.668,0.060,0.22900,0.00072,4.220000,9.51000000000e+02
"Kepler-414 b","Transit Timing Variations",2014,"0.95 m Kepler Telescope",4.70000000,0.052700,1.710,0.153,3.50000,0.01100,3.850000,1.02400000000e+03
"Kepler-1868 b","Transit",2021,"0.95 m Kepler Telescope",211.03399660,0.626600,3.150,0.281,10.10000,0.03170,1.780000,2.15000000000e+02
"Kepler-522 b","Transit",2016,"0.95 m Kepler Telescope",38.58422849,0.255100,6.910,0.616,38.20000,0.12000,0.636000,7.61000000000e+02
"TOI-663 c","Transit",2024,"0.1 m TESS Telescope",4.69555070,0.043700,2.260,0.202,3.65000,0.01148,1.730000,5.53000000000e+02
"Kepler-138 b","Transit",2014,"0.95 m Kepler Telescope",10.31340000,0.075300,0.640,0.057,0.07000,0.00022,1.700000,4.52000000000e+02
"Kepler-421 b","Transit",2014,"0.95 m Kepler Telescope",704.19840000,1.219000,4.160,0.371,16.10000,0.05080,1.230000,1.85000000000e+02
"Kepler-369 c","Transit",2014,"0.95 m Kepler Telescope",14.87157200,0.094000,1.410,0.126,2.57000,0.00809,5.040000,3.91000000000e+02
"WASP-187 b","Transit",2020,"Canon 200mm f/1.8L",5.14787800,0.065300,18.383,1.640,254.26400,0.80000,0.224000,1.76000000000e+03
"Kepler-445 c","Transit",2015,"0.95 m Kepler Telescope",4.87122900,0.030100,2.510,0.220,6.85000,0.02150,2.380000,3.41000000000e+02
"Kepler-358 c","Transit",2014,"0.95 m Kepler Telescope",83.48836900,0.381000,2.850,0.254,8.50000,0.02670,2.020000,4.11000000000e+02
"Kepler-717 b","Transit",2016,"0.95 m Kepler Telescope",4.40840023,0.052000,2.420,0.216,6.44000,0.02030,2.500000,1.13900000000e+03
"Kepler-721 b","Transit",2016,"0.95 m Kepler Telescope",5.39202539,0.058300,2.640,0.236,7.46000,0.02350,2.230000,8.50000000000e+02
"Kepler-449 c","Transit",2015,"0.95 m Kepler Telescope",33.67270000,0.197900,2.764,0.247,8.07000,0.02540,2.100000,6.61000000000e+02
"TOI-1467 b","Transit",2024,"0.1 m TESS Telescope",5.97199000,0.049500,1.676,0.150,9.00000,0.02832,11.000000,5.06067286928e+02
"TOI-1422 b","Transit",2022,"0.1 m TESS Telescope",12.99720000,0.108000,3.960,0.353,9.00000,0.02832,0.795000,8.67000000000e+02
"TOI-1518 b","Transit",2021,"Multiple Telescopes",1.90260300,0.038900,21.017,1.875,731.00534,2.30000,,2.49200000000e+03
"WASP-189 b","Transit",2020,"0.3 m Ritchey-Chretien Telescope",2.72403300,0.050530,18.147,1.619,632.47853,1.99000,0.621987,3.35300000000e+03
"TOI-622 b","Transit",2023,"0.1 m TESS Telescope",6.40251300,0.070800,9.236,0.824,96.30201,0.30300,0.507000,1.38800000000e+03
"Kepler-63 b","Transit",2013,"0.95 m Kepler Telescope",9.43415050,0.080000,6.110,0.545,120.00000,0.37800,3.000000,7.91000000000e+02
"HD 95086 b","Imaging",2013,"8.2 m ESO VLT UT4 Yepun Telescope",,55.700000,12.900,1.150,1589.00000,5.00000,4.070000,1.00000000000e+03
"rho CrB c","Radial Velocity",2016,"Multiple Telescopes",102.19000000,0.420600,5.780,0.515,28.20000,0.08873,0.802000,4.48100000000e+02
"TOI-763 c","Transit",2020,"0.1 m TESS Telescope",12.27370000,0.101100,2.630,0.235,9.32000,0.02932,2.820000,8.00000000000e+02
"Kepler-714 b","Transit",2016,"0.95 m Kepler Telescope",8.09888799,0.083200,9.670,0.863,67.60000,0.21300,0.411000,9.86000000000e+02
"Kepler-69 b","Transit",2013,"0.95 m Kepler Telescope",13.72234100,0.094000,2.240,0.200,5.65000,0.01780,2.760000,7.79000000000e+02
"Kepler-813 b","Transit",2016,"0.95 m Kepler Telescope",19.12947337,0.143900,2.140,0.191,5.22000,0.01640,2.930000,8.17000000000e+02
"Kepler-702 b","Transit",2016,"0.95 m Kepler Telescope",10.52629406,0.088000,9.170,0.818,61.80000,0.19400,0.440000,7.13000000000e+02
"Kepler-711 b","Transit",2016,"0.95 m Kepler Telescope",23.58914398,0.142900,3.410,0.304,11.50000,0.03630,1.590000,4.87000000000e+02
"Kepler-673 b","Transit",2016,"0.95 m Kepler Telescope",3.72873109,0.045500,6.540,0.583,34.80000,0.11000,0.684000,1.02300000000e+03
"Kepler-674 b","Transit",2016,"0.95 m Kepler Telescope",2.24338185,0.028000,1.690,0.151,3.50000,0.01100,3.980000,8.22000000000e+02
"Kepler-694 b","Transit",2016,"0.95 m Kepler Telescope",6.36584161,0.065900,2.800,0.250,8.25000,0.02590,2.070000,9.14000000000e+02
"Kepler-675 b","Transit",2016,"0.95 m Kepler Telescope",2.33743801,0.032500,2.440,0.218,6.53000,0.02050,2.470000,1.07000000000e+03
"Kepler-715 b","Transit",2016,"0.95 m Kepler Telescope",10.00652995,0.093300,3.750,0.335,13.50000,0.04260,1.410000,8.76000000000e+02
"Kepler-693 b","Transit",2016,"0.95 m Kepler Telescope",15.37563332,0.112100,10.180,0.908,73.80000,0.23200,0.384000,6.00000000000e+02
"Kepler-530 b","Transit",2016,"0.95 m Kepler Telescope",39.30941904,0.221200,3.010,0.269,9.32000,0.02930,1.880000,4.88000000000e+02
"Kepler-58 d","Transit",2014,"0.95 m Kepler Telescope",40.10137100,0.236000,2.940,0.262,8.96000,0.02820,1.940000,5.83000000000e+02
"KMT-2023-BLG-0735L b","Microlensing",2024,"1.6 m wide-field telescope",,2.960000,6.970,0.622,38.77507,0.12200,0.629000,
"Kepler-176 e","Transit",2016,"0.95 m Kepler Telescope",51.16579000,0.249400,1.450,0.129,2.70000,0.00849,4.870000,3.98000000000e+02
"Kepler-540 b","Transit",2016,"0.95 m Kepler Telescope",172.70497840,0.588600,2.710,0.242,7.80000,0.02450,2.150000,3.55000000000e+02
"Kepler-55 c","Transit",2012,"0.95 m Kepler Telescope",42.15164180,0.209500,2.210,0.197,69.80000,0.22000,35.500000,3.49000000000e+02
"Kepler-523 b","Transit",2016,"0.95 m Kepler Telescope",5.83598311,0.060600,1.960,0.175,4.50000,0.01420,3.280000,8.84000000000e+02
"Kepler-525 b","Transit",2016,"0.95 m Kepler Telescope",18.68404933,0.139600,2.630,0.235,7.41000,0.02330,2.240000,8.32000000000e+02
"Kepler-788 b","Transit",2016,"0.95 m Kepler Telescope",8.39846269,0.083500,2.550,0.227,7.04000,0.02210,2.330000,9.84000000000e+02
"Kepler-743 b","Transit",2016,"0.95 m Kepler Telescope",3.17926292,0.041800,1.210,0.108,1.92000,0.00606,5.960000,1.10100000000e+03
"Kepler-844 b","Transit",2016,"0.95 m Kepler Telescope",2.61302086,0.029800,1.680,0.150,3.46000,0.01090,4.010000,7.13000000000e+02
"Kepler-845 b","Transit",2016,"0.95 m Kepler Telescope",0.92785982,0.017000,2.040,0.182,4.82000,0.01520,3.120000,1.36100000000e+03
"Kepler-848 b","Transit",2016,"0.95 m Kepler Telescope",6.91134416,0.072000,1.700,0.152,3.53000,0.01110,3.950000,1.08600000000e+03
"Kepler-827 b","Transit",2016,"0.95 m Kepler Telescope",51.92927591,0.274200,5.630,0.502,27.00000,0.08490,0.831000,5.74000000000e+02
"Kepler-828 b","Transit",2016,"0.95 m Kepler Telescope",0.56785714,0.012500,1.510,0.135,2.89000,0.00909,4.610000,1.84800000000e+03
"Kepler-104 b","Transit",2014,"0.95 m Kepler Telescope",11.42754800,0.094000,3.100,0.277,19.60000,0.06200,4.064848,8.52000000000e+02
"Kepler-483 b","Transit",2016,"0.95 m Kepler Telescope",30.22910400,0.207200,3.210,0.286,10.40000,0.03270,1.730000,7.55000000000e+02
"Kepler-107 b","Transit",2014,"0.95 m Kepler Telescope",3.18002180,0.045440,1.536,0.137,3.80000,0.01196,5.800000,1.59200000000e+03
"Kepler-516 b","Transit",2016,"0.95 m Kepler Telescope",24.85462415,0.199200,5.740,0.512,27.90000,0.08780,0.811000,1.09500000000e+03
"Kepler-524 b","Transit",2016,"0.95 m Kepler Telescope",7.97419807,0.079100,1.910,0.170,4.31000,0.01360,3.400000,9.74000000000e+02
"Kepler-524 c","Transit",2016,"0.95 m Kepler Telescope",1.88897906,0.030300,0.960,0.086,0.84000,0.00264,5.220000,1.57400000000e+03
"Kepler-737 b","Transit",2016,"0.95 m Kepler Telescope",28.59915399,0.142200,1.960,0.175,4.50000,0.01420,3.280000,2.98000000000e+02
"Kepler-738 b","Transit",2016,"0.95 m Kepler Telescope",24.58721573,0.155200,2.500,0.223,6.80000,0.02140,2.390000,5.30000000000e+02
"Kepler-741 b","Transit",2016,"0.95 m Kepler Telescope",7.03902374,0.074400,2.970,0.265,9.11000,0.02870,1.910000,1.05100000000e+03
"Kepler-764 b","Transit",2016,"0.95 m Kepler Telescope",7.33683936,0.072400,1.640,0.146,3.33000,0.01050,4.150000,8.75000000000e+02
"Kepler-789 b","Transit",2016,"0.95 m Kepler Telescope",8.63847725,0.095100,2.120,0.189,5.14000,0.01620,2.960000,1.41900000000e+03
"Kepler-745 b","Transit",2016,"0.95 m Kepler Telescope",9.93143556,0.091500,2.160,0.193,5.31000,0.01670,2.900000,9.31000000000e+02
"Kepler-758 d","Transit",2016,"0.95 m Kepler Telescope",20.49661970,0.144700,2.120,0.189,5.14000,0.01620,2.960000,8.43000000000e+02
"Kepler-770 d","Transit",2016,"0.95 m Kepler Telescope",4.15244722,0.061600,1.400,0.125,2.54000,0.00800,5.090000,1.94100000000e+03
"Kepler-82 f","Transit Timing Variations",2019,"Multiple Telescopes",75.73200000,0.339500,4.840,0.432,20.90000,0.06576,1.010000,
"Kepler-746 b","Transit",2016,"0.95 m Kepler Telescope",3.48159251,0.043500,1.110,0.099,1.41000,0.00444,5.670000,1.15600000000e+03
"Kepler-796 b","Transit",2016,"0.95 m Kepler Telescope",6.40087618,0.066200,1.300,0.116,2.24000,0.00705,5.600000,1.10900000000e+03
"Kepler-765 b","Transit",2016,"0.95 m Kepler Telescope",27.66552260,0.175400,2.430,0.217,6.48000,0.02040,2.480000,6.41000000000e+02
"Kepler-542 b","Transit",2016,"0.95 m Kepler Telescope",13.14497566,0.103800,1.570,0.140,3.09000,0.00972,4.390000,6.98000000000e+02
"Kepler-1996 b","Transit",2023,"0.95 m Kepler Telescope",32.37618300,0.178900,2.260,0.205,5.73000,0.01800,2.730000,3.92000000000e+02
"Kepler-81 c","Transit",2012,"0.95 m Kepler Telescope",12.04000000,0.083470,2.370,0.211,4.30000,0.01400,1.770000,5.02000000000e+02
"Kepler-810 b","Transit",2016,"0.95 m Kepler Telescope",4.59725385,0.055000,1.930,0.172,4.38000,0.01380,3.350000,1.10500000000e+03
"Kepler-80 b","Transit",2012,"0.95 m Kepler Telescope",7.05246000,0.064800,2.670,0.238,6.93000,0.02180,1.380000,5.47000000000e+02
"Kepler-758 b","Transit",2016,"0.95 m Kepler Telescope",12.10971040,0.101900,2.480,0.221,6.71000,0.02110,2.420000,1.00500000000e+03
"Kepler-80 f","Transit",2016,"0.95 m Kepler Telescope",0.98678730,0.017500,1.210,0.108,1.92000,0.00606,5.960000,1.05400000000e+03
"Kepler-766 b","Transit",2016,"0.95 m Kepler Telescope",6.10027804,0.066000,3.390,0.302,11.40000,0.03590,1.610000,9.90000000000e+02
"Kepler-770 c","Transit",2016,"0.95 m Kepler Telescope",1.47532231,0.030900,1.200,0.107,1.87000,0.00588,5.950000,2.74000000000e+03
"Kepler-778 b","Transit",2016,"0.95 m Kepler Telescope",3.75574426,0.045300,1.680,0.150,3.46000,0.01090,4.010000,9.77000000000e+02
"Kepler-1987 d","Transit",2023,"0.95 m Kepler Telescope",5.64491415,0.057100,2.660,0.291,7.56000,0.02380,2.210000,7.44000000000e+02
"Kepler-1987 e","Transit",2023,"0.95 m Kepler Telescope",8.74292005,0.076500,1.920,0.219,4.35000,0.01370,3.380000,6.43000000000e+02
"Kepler-549 b","Transit",2016,"0.95 m Kepler Telescope",42.94956490,0.228300,2.570,0.229,11.00000,0.03461,1.900000,4.87000000000e+02
"Kepler-801 b","Transit",2016,"0.95 m Kepler Telescope",11.41928253,0.079500,2.000,0.178,4.66000,0.01470,3.200000,4.19000000000e+02
"Kepler-744 b","Transit",2016,"0.95 m Kepler Telescope",12.06222443,0.099300,1.620,0.145,3.26000,0.01020,4.210000,7.50000000000e+02
"Kepler-283 c","Transit",2014,"0.95 m Kepler Telescope",92.74371100,0.341000,1.820,0.162,3.97000,0.01250,3.620000,2.40000000000e+02
"Kepler-830 b","Transit",2016,"0.95 m Kepler Telescope",11.29695137,0.103300,1.700,0.152,3.53000,0.01110,3.950000,9.07000000000e+02
"Kepler-797 b","Transit",2016,"0.95 m Kepler Telescope",27.07237711,0.181000,2.170,0.194,5.35000,0.01680,2.880000,6.05000000000e+02
"Kepler-758 c","Transit",2016,"0.95 m Kepler Telescope",4.75793986,0.054700,1.690,0.151,3.50000,0.01100,3.980000,1.37200000000e+03
"Kepler-798 b","Transit",2016,"0.95 m Kepler Telescope",13.71933369,0.117400,2.390,0.213,6.30000,0.01980,2.540000,8.64000000000e+02
"Kepler-1901 b","Transit",2021,"0.95 m Kepler Telescope",3.48412991,0.045300,1.474,0.132,2.77000,0.00873,4.750000,1.13200000000e+03
"Kepler-1667 b","Transit",2020,"0.95 m Kepler Telescope",83.57810000,0.425600,2.984,0.266,9.19000,0.02890,1.900000,6.55000000000e+02
"Kepler-1311 d","Transit",2021,"0.95 m Kepler Telescope",197.51100160,0.671100,9.658,0.862,67.50000,0.21200,0.412000,3.91000000000e+02
"Kepler-593 b","Transit",2016,"0.95 m Kepler Telescope",21.21708973,0.150800,2.870,0.256,8.60000,0.02710,2.000000,7.06000000000e+02
"Kepler-831 b","Transit",2016,"0.95 m Kepler Telescope",5.62153941,0.060300,1.270,0.113,2.15000,0.00678,5.770000,9.92000000000e+02
"Kepler-581 b","Transit",2016,"0.95 m Kepler Telescope",40.60698210,0.225900,2.630,0.235,7.41000,0.02330,2.240000,5.21000000000e+02
"Kepler-585 b","Transit",2016,"0.95 m Kepler Telescope",2.75235975,0.037500,2.830,0.252,8.40000,0.02640,2.040000,1.17800000000e+03
"Kepler-59 c","Transit",2012,"0.95 m Kepler Telescope",17.98012350,0.137200,1.980,0.177,4.58000,0.01440,3.240000,7.52000000000e+02
"Kepler-591 b","Transit",2016,"0.95 m Kepler Telescope",81.16942990,0.355400,3.390,0.302,11.40000,0.03590,1.610000,4.36000000000e+02
"Kepler-812 b","Transit",2016,"0.95 m Kepler Telescope",10.11716531,0.102400,3.550,0.317,12.30000,0.03880,1.510000,1.16300000000e+03
"Kepler-651 b","Transit",2016,"0.95 m Kepler Telescope",21.38521506,0.140900,2.370,0.211,6.21000,0.01950,2.560000,5.74000000000e+02
"Kepler-790 b","Transit",2016,"0.95 m Kepler Telescope",13.73469807,0.101000,2.180,0.194,5.39000,0.01700,2.860000,6.34000000000e+02
"Kepler-615 b","Transit",2016,"0.95 m Kepler Telescope",10.35584657,0.085000,1.740,0.155,3.68000,0.01160,3.840000,6.20000000000e+02
"Kepler-793 b","Transit",2016,"0.95 m Kepler Telescope",4.24153639,0.049100,1.370,0.122,2.45000,0.00771,5.240000,1.17700000000e+03
"Kepler-794 b","Transit",2016,"0.95 m Kepler Telescope",11.13125132,0.103600,2.110,0.188,5.10000,0.01600,2.980000,9.52000000000e+02
"Kepler-802 b","Transit",2016,"0.95 m Kepler Telescope",40.05874730,0.226500,3.540,0.316,12.30000,0.03860,1.520000,4.89000000000e+02
"Kepler-825 b","Transit",2016,"0.95 m Kepler Telescope",3.77360059,0.045300,1.530,0.136,2.96000,0.00930,4.540000,1.27000000000e+03
"Kepler-284 c","Transit",2014,"0.95 m Kepler Telescope",37.51445600,0.213000,2.610,0.233,7.32000,0.02300,2.260000,4.78000000000e+02
"Kepler-679 b","Transit",2016,"0.95 m Kepler Telescope",12.39358604,0.098300,3.010,0.269,9.32000,0.02930,1.880000,6.77000000000e+02
"Kepler-777 b","Transit",2016,"0.95 m Kepler Telescope",5.72812599,0.051900,1.470,0.131,2.76000,0.00869,4.770000,5.69000000000e+02
"Kepler-611 b","Transit",2016,"0.95 m Kepler Telescope",2.43703330,0.035100,1.650,0.147,3.36000,0.01060,4.110000,1.51300000000e+03
"Kepler-637 b","Transit",2016,"0.95 m Kepler Telescope",23.20584623,0.186700,4.750,0.424,20.20000,0.06360,1.040000,1.00200000000e+03
"Kepler-639 b","Transit",2016,"0.95 m Kepler Telescope",10.21420496,0.096600,2.380,0.212,6.26000,0.01970,2.550000,9.57000000000e+02
"Kepler-760 b","Transit",2016,"0.95 m Kepler Telescope",8.70419416,0.077200,3.060,0.273,9.59000,0.03020,1.840000,7.48000000000e+02
"Kepler-814 b","Transit",2016,"0.95 m Kepler Telescope",6.14698510,0.069500,2.120,0.189,5.14000,0.01620,2.960000,1.16400000000e+03
"Kepler-605 c","Transit",2016,"0.95 m Kepler Telescope",2.35895152,0.033000,0.860,0.077,0.56600,0.00178,4.890000,1.27800000000e+03
"Kepler-805 b","Transit",2016,"0.95 m Kepler Telescope",30.86389310,0.197800,2.890,0.258,8.70000,0.02740,1.980000,7.43000000000e+02
"CoRoT-6 b","Transit",2009,"0.27 m CoRoT Telescope",8.88659300,0.085500,13.068,1.166,940.74000,2.96000,2.320000,1.01700000000e+03
"Kepler-712 b","Transit",2016,"0.95 m Kepler Telescope",21.02247699,0.137800,3.410,0.304,11.50000,0.03630,1.590000,5.21000000000e+02
"Kepler-722 b","Transit",2016,"0.95 m Kepler Telescope",4.09357325,0.051400,2.630,0.235,7.41000,0.02330,2.240000,1.18200000000e+03
"Kepler-680 b","Transit",2016,"0.95 m Kepler Telescope",3.68992629,0.046900,2.420,0.216,6.44000,0.02030,2.500000,1.14700000000e+03
"HD 180902 b","Radial Velocity",2009,"10 m Keck I Telescope",510.90000000,1.400000,13.500,1.200,535.54355,1.68500,1.200000,
"HAT-P-43 b","Transit",2012,"Canon 200mm f/1.8L",3.33264140,0.044400,13.630,1.216,210.39500,0.66200,0.390000,1.35300000000e+03
"KELT-24 b","Transit",2019,"Mamiya 645 80mm f/1.9",5.55149296,0.066500,12.711,1.134,1458.83239,4.59000,3.900000,1.39100000000e+03
"HD 125390 b","Radial Velocity",2019,"10 m Keck I Telescope",1757.39151000,3.496000,11.900,1.060,8646.20398,27.20400,28.200000,
"L 168-9 b","Transit",2020,"0.1 m TESS Telescope",1.40152604,0.020800,1.630,0.145,4.07000,0.01281,5.180000,9.98000000000e+02
"TOI-1130 b","Transit",2020,"0.1 m TESS Telescope",4.07455400,0.045300,3.660,0.327,19.80000,0.06230,2.230000,8.25000000000e+02
"TOI-1130 c","Transit",2020,"0.1 m TESS Telescope",8.35018980,0.073100,13.000,1.160,336.00000,1.05717,0.827042,6.50000000000e+02
"HD 183579 b","Transit",2021,"0.1 m TESS Telescope",17.47129100,0.132200,3.490,0.311,20.40000,0.06419,2.650000,7.52000000000e+02
"TOI-1842 b","Transit",2021,"0.1 m TESS Telescope",9.57391810,0.100000,12.349,1.102,89.40000,0.28128,0.260000,1.19955036721e+03
"TOI-286 b","Transit",2024,"0.1 m TESS Telescope",4.51172440,0.050300,1.420,0.127,4.53000,0.01425,8.630000,9.79000000000e+02
"TOI-286 c","Transit",2024,"0.1 m TESS Telescope",39.36182600,0.213000,1.880,0.168,3.72000,0.01170,3.090000,4.75000000000e+02
"TOI-1437 b","Transit",2024,"0.1 m TESS Telescope",18.84094200,0.140000,2.240,0.200,9.60000,0.03020,3.910000,7.94226204348e+02
"TOI-2529 b","Transit",2024,"0.1 m TESS Telescope",64.59490000,0.327000,11.545,1.030,743.71847,2.34000,2.660000,6.36000000000e+02
"OGLE-2017-BLG-0448L b","Microlensing",2024,"1.3 m Warsaw University Telescope",,5.750000,4.080,0.364,15.60000,0.04908,1.260000,
"TIC 4672985 b","Transit",2024,"0.1 m TESS Telescope",69.04800000,0.330000,11.500,1.026,4049.13391,12.74000,14.600000,5.17200000000e+02
"TOI-2497 b","Transit",2023,"0.1 m TESS Telescope",10.65566900,0.116600,11.142,0.994,1531.93292,4.82000,6.100000,1.59500000000e+03
"Kepler-1811 b","Transit",2021,"0.95 m Kepler Telescope",76.42230225,0.346200,3.848,0.343,14.10000,0.04450,1.360000,4.55000000000e+02
"Kepler-618 b","Transit",2016,"0.95 m Kepler Telescope",3.59576964,0.046000,2.600,0.232,7.27000,0.02290,2.270000,1.29600000000e+03
"Kepler-769 c","Transit",2016,"0.95 m Kepler Telescope",15.98701740,0.129700,1.790,0.160,3.86000,0.01210,3.700000,8.03000000000e+02
"Kepler-277 c","Transit",2013,"0.95 m Kepler Telescope",33.00600000,0.212900,3.360,0.300,64.20000,0.20200,9.300000,7.78000000000e+02
"Kepler-712 c","Transit",2016,"0.95 m Kepler Telescope",226.89047000,0.673200,4.850,0.433,21.00000,0.06590,1.010000,2.36000000000e+02
"Kepler-887 b","Transit",2016,"0.95 m Kepler Telescope",20.42228798,0.153600,1.840,0.164,4.04000,0.01270,3.560000,7.85000000000e+02
"Kepler-701 b","Transit",2016,"0.95 m Kepler Telescope",10.35533177,0.089500,2.840,0.253,8.45000,0.02660,2.030000,7.77000000000e+02
"Kepler-740 b","Transit",2016,"0.95 m Kepler Telescope",3.58410122,0.046200,4.570,0.408,18.90000,0.05960,1.090000,1.13100000000e+03
"Kepler-696 b","Transit",2016,"0.95 m Kepler Telescope",4.19042557,0.053500,6.140,0.548,31.30000,0.09840,0.743000,1.23400000000e+03
"BD+14 4559 b","Radial Velocity",2009,"9.2 m Hobby-Eberly Telescope",268.94000000,0.780000,13.800,1.230,330.54320,1.04000,0.691000,
"Kepler-653 c","Transit",2016,"0.95 m Kepler Telescope",0.90037648,0.018600,0.780,0.070,0.39900,0.00126,4.620000,2.07800000000e+03
"HAT-P-7 b","Transit",2008,"Canon 200mm f/1.8L",2.20474000,0.036760,16.926,1.510,584.80720,1.84000,0.712000,2.73300000000e+03
"HATS-66 b","Transit",2018,"0.18 m Takahashi Epsilon Astrograph",3.14143910,0.047140,15.816,1.411,1694.03390,5.33000,2.340000,1.99800000000e+03
"HATS-69 b","Transit",2018,"0.18 m Takahashi Epsilon Astrograph",2.22525770,0.032110,10.593,0.945,183.38791,0.57700,0.460000,1.29570000000e+03
"HD 108236 d","Transit",2020,"0.1 m TESS Telescope",14.17568500,0.107400,2.539,0.227,6.98000,0.02200,2.340000,7.08000000000e+02
"TOI-2000 b","Transit",2023,"0.1 m TESS Telescope",3.09833000,0.042710,2.700,0.241,11.00000,0.03470,3.070000,1.48800000000e+03
"TOI-2096 b","Transit",2023,"0.1 m TESS Telescope",3.11906330,0.025000,1.243,0.111,2.08000,0.00653,5.950000,4.45000000000e+02
"Kepler-1869 b","Transit",2021,"0.95 m Kepler Telescope",8.16736031,0.079100,1.120,0.100,1.46000,0.00458,5.720000,8.65000000000e+02
"Kepler-66 b","Transit",2013,"0.95 m Kepler Telescope",17.81581500,0.135200,2.800,0.250,8.25000,0.02590,2.070000,6.99000000000e+02
"Kepler-682 b","Transit",2016,"0.95 m Kepler Telescope",12.61190667,0.105800,7.370,0.658,42.60000,0.13400,0.585000,7.53000000000e+02
"Kepler-815 b","Transit",2016,"0.95 m Kepler Telescope",8.57503552,0.088800,4.110,0.367,15.80000,0.04980,1.250000,1.37400000000e+03
"Kepler-82 c","Transit",2012,"0.95 m Kepler Telescope",51.54000000,0.262600,5.340,0.476,13.90000,0.04373,0.494000,4.50000000000e+02
"Kepler-834 b","Transit",2016,"0.95 m Kepler Telescope",13.32388301,0.086200,2.020,0.180,4.74000,0.01490,3.160000,3.78000000000e+02
"Kepler-907 b","Transit",2016,"0.95 m Kepler Telescope",15.86621821,0.122500,1.200,0.107,1.87000,0.00588,5.950000,8.79000000000e+02
