pl_name,discoverymethod,disc_year,disc_telescope,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_eqt
"EPIC 212624936 b","Transit",2021,"0.95 m Kepler Telescope",0.57865700,,1.200,0.107,1.87000,0.00588,5.950000,
"K2-350 c","Transit",2016,"0.95 m Kepler Telescope",19.99194400,,2.740,0.244,7.95000,0.02500,2.120000,6.87000000000e+02
"K2-37 d","Transit",2016,"0.95 m Kepler Telescope",14.09189000,0.110300,2.730,0.244,7.90000,0.02490,2.130000,6.63000000000e+02
"K2-133 c","Transit",2017,"0.95 m Kepler Telescope",4.86784000,0.043410,1.603,0.143,3.20000,0.01010,4.270000,
"HIP 41378 f","Transit",2016,"0.95 m Kepler Telescope",1084.00000000,,10.200,0.910,74.00000,0.23300,0.383000,
"K2-33 b","Transit",2016,"0.95 m Kepler Telescope",5.42486500,0.040900,5.040,0.450,1175.97100,3.70000,,8.50000000000e+02
"K2-412 b","Transit",2022,"0.95 m Kepler Telescope",5.93820000,0.058600,2.116,0.189,5.13000,0.01610,2.980000,
"K2-312 c","Radial Velocity",2023,"3.58 m Telescopio Nazionale Galileo",921.20000000,1.961000,12.800,1.140,1719.45168,5.41000,4.510000,
"K2-271 b","Transit",2018,"0.95 m Kepler Telescope",8.56242100,0.077000,7.280,0.649,41.80000,0.13100,0.595000,8.93000000000e+02
"K2-80 c","Transit",2016,"0.95 m Kepler Telescope",5.60500000,0.059600,1.470,0.131,2.76000,0.00869,4.770000,
"K2-177 b","Transit",2018,"0.95 m Kepler Telescope",14.15518500,,2.116,0.189,5.13000,0.01610,2.970000,
"K2-36 b","Transit",2016,"0.95 m Kepler Telescope",1.42261400,0.022880,1.430,0.128,4.30000,0.01353,8.000000,1.32800000000e+03
"K2-35 b","Transit",2016,"0.95 m Kepler Telescope",2.39996400,0.031000,1.320,0.118,2.30000,0.00724,5.500000,9.79000000000e+02
"V1298 Tau e","Transit",2019,"0.95 m Kepler Telescope",53.50000000,0.240900,9.976,0.890,321.00669,1.01000,1.790000,4.92000000000e+02
"K2-285 b","Transit",2018,"0.95 m Kepler Telescope",3.47174500,0.038170,2.590,0.231,9.68000,0.03046,3.070000,1.08890000000e+03
"EPIC 206042996 b","Transit",2019,"0.95 m Kepler Telescope",5.29860000,,1.700,0.152,3.53000,0.01110,3.950000,
"K2-18 b","Transit",2015,"0.95 m Kepler Telescope",32.93962300,0.142900,2.370,0.211,8.92000,0.02807,4.110000,2.84000000000e+02
"EPIC 201615463 c","Transit",2019,"0.95 m Kepler Telescope",3.80464000,,1.220,0.109,1.98000,0.00624,5.990000,
"K2-233 c","Transit",2018,"0.95 m Kepler Telescope",7.06005000,0.066660,1.281,0.114,12.81000,0.04030,33.910000,7.90000000000e+02
"K2-398 b","Transit",2022,"0.95 m Kepler Telescope",6.39302500,,2.274,0.203,5.79000,0.01820,2.710000,
"K2-381 b","Transit",2022,"0.95 m Kepler Telescope",7.93893340,,1.075,0.096,1.26000,0.00396,5.570000,
"K2-354 b","Transit",2016,"0.95 m Kepler Telescope",3.79330600,,1.560,0.139,3.05000,0.00961,4.410000,5.43000000000e+02
"K2-247 b","Transit",2018,"0.95 m Kepler Telescope",2.25021000,0.030400,2.120,0.189,5.14000,0.01620,2.960000,9.79000000000e+02
"HD 75784 c","Radial Velocity",2018,"10 m Keck I Telescope",7900.00000000,8.400000,12.800,1.140,1792.56120,5.64000,4.700000,
"K2-331 c","Transit",2018,"0.95 m Kepler Telescope",22.99659100,,2.720,0.243,7.85000,0.02470,2.140000,6.73000000000e+02
"K2-268 b","Transit",2018,"0.95 m Kepler Telescope",2.15167600,0.030800,1.500,0.134,2.86000,0.00899,4.660000,1.13600000000e+03
"K2-21 b","Transit",2015,"0.95 m Kepler Telescope",9.32503800,0.076000,1.840,0.164,4.04000,0.01270,2.700000,5.00000000000e+02
"K2-417 b","Transit",2023,"0.95 m Kepler Telescope",6.53500000,0.063000,3.310,0.295,699.22250,2.20000,,5.58000000000e+02
"K2-375 b","Transit",2022,"0.95 m Kepler Telescope",14.45389500,,2.243,0.200,5.66000,0.01780,2.760000,
"K2-332 b","Transit",2016,"0.95 m Kepler Telescope",17.70632000,,2.200,0.196,5.48000,0.01720,2.830000,2.66000000000e+02
"K2-5 b","Transit",2015,"0.95 m Kepler Telescope",5.73594000,0.053200,1.910,0.170,4.31000,0.01360,3.400000,5.65000000000e+02
"K2-102 b","Transit",2016,"0.95 m Kepler Telescope",9.91561500,,1.300,0.116,2.24000,0.00705,5.600000,
"K2-174 b","Transit",2018,"0.95 m Kepler Telescope",19.56230700,0.126000,2.600,0.232,7.27000,0.02290,2.270000,4.55000000000e+02
"K2-228 b","Transit",2018,"0.95 m Kepler Telescope",2.69828000,0.033800,1.210,0.108,1.92000,0.00606,5.960000,9.14000000000e+02
"K2-404 b","Transit",2022,"0.95 m Kepler Telescope",13.11536500,,2.530,0.226,6.94000,0.02180,2.350000,
"K2-325 b","Transit",2020,"0.95 m Kepler Telescope",6.93000000,0.041900,2.200,0.196,5.48000,0.01720,2.830000,4.23000000000e+02
"K2-63 c","Transit",2016,"0.95 m Kepler Telescope",25.45560000,0.189000,3.900,0.348,14.50000,0.04550,1.340000,
"HIP 41378 b","Transit",2016,"0.95 m Kepler Telescope",15.57209800,,2.443,0.218,6.54000,0.02060,2.460000,9.12000000000e+02
"K2-274 b","Transit",2018,"0.95 m Kepler Telescope",14.13303140,0.096400,2.080,0.186,4.98000,0.01570,3.040000,6.55000000000e+02
"K2-368 d","Transit",2022,"0.95 m Kepler Telescope",20.20108500,,1.948,0.174,4.45000,0.01400,3.310000,
"K2-203 b","Transit",2018,"0.95 m Kepler Telescope",9.69510100,,1.371,0.122,2.45000,0.00772,5.230000,
"K2-17 b","Transit",2015,"0.95 m Kepler Telescope",17.96753000,0.119000,2.230,0.199,5.60000,0.01760,2.770000,4.87000000000e+02
"K2-369 b","Transit",2022,"0.95 m Kepler Telescope",5.76161200,,1.313,0.117,2.28000,0.00717,5.530000,
"K2-240 b","Transit",2018,"0.95 m Kepler Telescope",6.03400000,0.051300,2.000,0.178,4.66000,0.01470,3.200000,5.86000000000e+02
"K2-324 b","Transit",2020,"0.95 m Kepler Telescope",3.26200000,0.033100,2.430,0.217,6.48000,0.02040,2.480000,7.07000000000e+02
"K2-12 b","Transit",2015,"0.95 m Kepler Telescope",8.28246000,0.079200,2.440,0.218,5.20000,0.01636,1.600000,1.02600000000e+03
"K2-218 b","Transit",2018,"0.95 m Kepler Telescope",8.67988500,,2.569,0.229,7.13000,0.02240,2.310000,
"K2-114 b","Transit",2017,"0.95 m Kepler Telescope",11.39093110,0.094300,10.447,0.932,638.83510,2.01000,3.080000,7.01000000000e+02
"K2-286 b","Transit",2018,"0.95 m Kepler Telescope",27.35900000,0.176800,2.100,0.187,5.06000,0.01590,3.000000,3.47000000000e+02
"WASP-55 b","Transit",2012,"Canon 200mm f/1.8L",4.46563000,0.055800,14.908,1.330,193.87630,0.61000,0.329000,1.30000000000e+03
"K2-413 c","Transit",2022,"0.95 m Kepler Telescope",5.33010000,0.042600,1.233,0.110,2.05000,0.00644,6.010000,
"K2-389 c","Transit",2022,"0.95 m Kepler Telescope",20.85133700,,2.040,0.182,4.82000,0.01520,3.120000,
"K2-285 e","Transit",2018,"0.95 m Kepler Telescope",14.76289000,0.180410,1.950,0.174,10.70000,0.03367,,5.00900000000e+02
"K2-91 b","Transit",2016,"0.95 m Kepler Telescope",1.41954900,0.016400,1.100,0.098,1.37000,0.00430,5.660000,
"K2-353 b","Transit",2021,"0.95 m Kepler Telescope",15.46680500,,5.550,0.495,26.30000,0.08290,0.845000,7.35000000000e+02
"K2-190 b","Transit",2018,"0.95 m Kepler Telescope",10.09885800,,1.357,0.121,2.41000,0.00758,5.300000,
"K2-279 b","Transit",2018,"0.95 m Kepler Telescope",7.12260500,0.067000,1.210,0.108,1.92000,0.00606,5.960000,8.79000000000e+02
"K2-187 d","Transit",2018,"0.95 m Kepler Telescope",7.14958400,0.072000,2.400,0.214,6.35000,0.02000,2.520000,8.65000000000e+02
"K2-317 b","Transit",2020,"0.95 m Kepler Telescope",6.22000000,0.054200,2.930,0.261,8.91000,0.02800,1.950000,4.32000000000e+02
"K2-89 b","Transit",2016,"0.95 m Kepler Telescope",1.09602600,0.014620,0.615,0.055,0.17000,0.00053,4.020000,
"K2-329 b","Transit",2020,"0.95 m Kepler Telescope",12.45512250,0.101600,8.676,0.774,82.63580,0.26000,0.694000,6.50000000000e+02
"TRAPPIST-1 e","Transit",2017,"Multiple Telescopes",6.10101300,0.029250,0.920,0.082,0.69200,0.00218,4.901605,2.49700000000e+02
"HIP 41378 e","Transit",2016,"0.95 m Kepler Telescope",131.00000000,,5.510,0.492,26.00000,0.08190,0.854000,
"K2-242 b","Transit",2018,"0.95 m Kepler Telescope",6.51389000,0.049400,2.540,0.227,6.99000,0.02200,2.340000,4.16000000000e+02
"HD 110537 b","Radial Velocity",2022,"Multiple Telescopes",24469.67342000,16.714000,11.900,1.060,8612.83200,27.09900,28.100000,
"K2-414 b","Transit",2022,"0.95 m Kepler Telescope",4.36960000,0.048700,1.219,0.109,1.98000,0.00622,6.010000,
"K2-390 b","Transit",2022,"0.95 m Kepler Telescope",3.31279200,,4.662,0.416,19.60000,0.06170,1.060000,1.11900000000e+03
"K2-181 b","Transit",2018,"0.95 m Kepler Telescope",6.89425600,0.070600,2.840,0.253,8.45000,0.02660,2.030000,9.62000000000e+02
"K2-19 d","Transit",2016,"0.95 m Kepler Telescope",2.50810000,0.034400,1.110,0.099,10.00000,0.03146,51.400000,1.25200000000e+03
"K2-248 b","Transit",2018,"0.95 m Kepler Telescope",7.17256000,0.069900,2.570,0.229,7.13000,0.02240,2.310000,8.86000000000e+02
"K2-239 c","Transit",2018,"0.95 m Kepler Telescope",7.77500000,0.057600,1.000,0.089,0.97200,0.00306,5.340000,4.27000000000e+02
"K2-281 b","Transit",2018,"0.95 m Kepler Telescope",8.68772100,0.077300,8.180,0.730,50.90000,0.16000,0.511000,6.65000000000e+02
"K2-83 c","Transit",2016,"0.95 m Kepler Telescope",9.99767000,0.071310,1.483,0.132,2.80000,0.00882,4.720000,
"EPIC 248847494 b","Transit",2018,"0.95 m Kepler Telescope",3650.00000000,4.500000,12.442,1.110,4131.79000,13.00000,,1.83000000000e+02
"K2-196 b","Transit",2018,"0.95 m Kepler Telescope",48.32422200,,3.600,0.321,12.60000,0.03970,1.480000,
"K2-104 b","Transit",2016,"0.95 m Kepler Telescope",1.97419540,0.024200,1.790,0.160,3.86000,0.01210,3.700000,7.98000000000e+02
"HD 4760 b","Radial Velocity",2021,"Multiple Telescopes",434.00000000,1.140000,12.300,1.100,4417.83700,13.90000,13.000000,
"EPIC 206032309 b","Transit",2019,"0.95 m Kepler Telescope",2.87814000,,1.010,0.090,1.01000,0.00317,5.390000,
"K2-126 b","Transit",2017,"0.95 m Kepler Telescope",7.38565500,0.065600,1.970,0.176,4.54000,0.01430,3.260000,6.01000000000e+02
"K2-315 b","Transit",2020,"0.95 m Kepler Telescope",3.14431890,,0.950,0.085,0.80900,0.00254,5.180000,4.60000000000e+02
"K2-161 b","Transit",2018,"0.95 m Kepler Telescope",9.28318800,,6.117,0.546,31.10000,0.09780,0.747000,
"K2-11 b","Transit",2015,"0.95 m Kepler Telescope",39.93767000,0.225700,7.550,0.674,44.40000,0.14000,0.567000,7.34000000000e+02
"EPIC 246851721 b","Transit",2018,"0.95 m Kepler Telescope",6.18023500,0.072290,11.781,1.051,953.49000,3.00000,3.100000,1.40100000000e+03
"K2-226 b","Transit",2018,"0.95 m Kepler Telescope",3.27108000,0.041300,1.540,0.137,2.99000,0.00940,4.500000,1.12000000000e+03
"K2-183 b","Transit",2018,"0.95 m Kepler Telescope",0.46928500,,1.100,0.098,1.37000,0.00430,5.660000,
"K2-189 c","Transit",2018,"0.95 m Kepler Telescope",6.67919500,0.068000,2.500,0.223,6.80000,0.02140,2.390000,8.72000000000e+02
"EPIC 212587672 c","Transit",2016,"0.95 m Kepler Telescope",23.22855500,,2.320,0.207,5.99000,0.01890,2.640000,6.58000000000e+02
"K2-141 c","Transit",2018,"0.95 m Kepler Telescope",7.74850000,0.068300,7.000,0.624,8.00000,0.02517,0.081000,6.95000000000e+02
"K2-73 b","Transit",2016,"0.95 m Kepler Telescope",7.49543000,0.076190,2.450,0.219,6.57000,0.02070,2.450000,
"K2-98 b","Transit",2016,"0.95 m Kepler Telescope",10.13644800,0.097400,5.200,0.464,32.20000,0.10131,2.150000,1.09200000000e+03
"K2-285 d","Transit",2018,"0.95 m Kepler Telescope",10.45582000,0.117800,2.480,0.221,6.50000,0.02045,,6.19900000000e+02
"K2-386 b","Transit",2022,"0.95 m Kepler Telescope",7.47322300,,2.320,0.207,5.99000,0.01890,2.640000,
"K2-316 b","Transit",2020,"0.95 m Kepler Telescope",1.13300000,0.014700,1.330,0.119,2.33000,0.00733,5.440000,8.41000000000e+02
"K2-278 b","Transit",2018,"0.95 m Kepler Telescope",3.33496600,0.048800,2.980,0.266,9.17000,0.02880,1.900000,1.71100000000e+03
"K2-31 b","Transit",2016,"0.95 m Kepler Telescope",1.25785000,0.022000,11.882,1.060,563.83042,1.77400,1.850000,
"GJ 1265 b","Radial Velocity",2018,"3.5 m telescope",3.65110000,0.026000,2.630,0.234,7.40000,0.02328,2.240000,
"K2-39 b","Transit",2016,"0.95 m Kepler Telescope",4.60543000,0.057080,6.277,0.560,28.60470,0.09000,0.500000,1.67000000000e+03
"K2-370 b","Transit",2022,"0.95 m Kepler Telescope",2.14084000,,3.207,0.286,10.40000,0.03270,1.730000,1.26700000000e+03
"EPIC 249893012 c","Transit",2020,"0.95 m Kepler Telescope",15.62400000,0.130000,3.670,0.327,14.67000,0.04616,1.620000,9.90000000000e+02
"GSC 06214-00210 b","Imaging",2010,"5.1 m Hale Telescope",,320.000000,20.176,1.800,5000.00000,16.00000,3.350000,2.30000000000e+03
"EPIC 212424622 b","Transit",2019,"0.95 m Kepler Telescope",18.09830000,,2.170,0.194,5.35000,0.01680,2.880000,
"EPIC 206215704 b","Transit",2019,"0.95 m Kepler Telescope",2.25543600,,1.000,0.089,0.97200,0.00306,5.340000,
"K2-130 b","Transit",2017,"0.95 m Kepler Telescope",2.49412000,0.032000,1.250,0.112,2.10000,0.00660,5.910000,
"K2-65 b","Transit",2016,"0.95 m Kepler Telescope",12.64750000,0.101400,1.580,0.141,3.12000,0.00982,4.350000,
"K2-72 d","Transit",2016,"0.95 m Kepler Telescope",7.76017800,0.050000,1.010,0.090,1.01000,0.00317,5.390000,
"K2-384 b","Transit",2022,"0.95 m Kepler Telescope",2.23152700,,1.076,0.096,1.26000,0.00398,5.560000,
"K2-217 b","Transit",2018,"0.95 m Kepler Telescope",14.07452400,,3.579,0.319,12.50000,0.03930,1.500000,
"K2-275 c","Transit",2018,"0.95 m Kepler Telescope",8.43883850,0.088100,2.210,0.197,5.52000,0.01740,2.810000,6.53000000000e+02
"K2-209 b","Transit",2018,"0.95 m Kepler Telescope",2.08061500,,0.869,0.077,0.58600,0.00184,4.920000,
"EPIC 228836835 b","Transit",2021,"0.95 m Kepler Telescope",0.72811300,,1.100,0.098,1.37000,0.00430,5.660000,9.32000000000e+02
"K2-184 b","Transit",2018,"0.95 m Kepler Telescope",16.97801020,0.168500,1.470,0.131,2.76000,0.00869,4.770000,5.33000000000e+02
"NGC 2682 Sand 978 b","Radial Velocity",2017,"Multiple Telescopes",511.21000000,,13.300,1.190,692.86940,2.18000,1.620000,
"K2-70 b","Transit",2016,"0.95 m Kepler Telescope",13.97896000,0.111200,2.890,0.258,8.70000,0.02740,1.980000,
"K2-389 b","Transit",2022,"0.95 m Kepler Telescope",8.58404300,,2.184,0.195,5.41000,0.01700,2.850000,
"K2-374 c","Transit",2022,"0.95 m Kepler Telescope",16.43445000,,2.213,0.197,5.53000,0.01740,2.800000,
"HD 137496 b","Transit",2021,"0.95 m Kepler Telescope",1.62116000,0.027320,1.310,0.117,4.04000,0.01271,10.490000,2.13000000000e+03
"K2-372 b","Transit",2022,"0.95 m Kepler Telescope",9.84407700,,2.945,0.263,8.98000,0.02830,1.930000,
"K2-139 b","Transit",2017,"0.95 m Kepler Telescope",28.38061900,0.179600,9.110,0.813,123.00021,0.38700,0.910000,5.24000000000e+02
"K2-413 b","Transit",2022,"0.95 m Kepler Telescope",0.80940000,0.011700,0.760,0.068,0.36300,0.00114,4.550000,
"EPIC 212737443 b","Transit",2019,"0.95 m Kepler Telescope",13.60300000,0.098000,2.586,0.231,7.20000,0.02270,2.290000,5.36000000000e+02
"K2-270 c","Transit",2018,"0.95 m Kepler Telescope",4.40002800,0.049700,2.950,0.263,9.01000,0.02830,1.930000,8.48000000000e+02
"EPIC 220492298 b","Transit",2021,"0.95 m Kepler Telescope",0.76240600,,0.990,0.088,0.93700,0.00295,5.310000,
"K2-14 b","Transit",2015,"0.95 m Kepler Telescope",8.36802000,0.062700,4.810,0.429,20.70000,0.06500,1.020000,4.88000000000e+02
"K2-233 b","Transit",2018,"0.95 m Kepler Telescope",2.46750000,0.033080,1.343,0.120,11.26000,0.03543,26.260000,1.12100000000e+03
"K2-395 b","Transit",2022,"0.95 m Kepler Telescope",4.80335200,,2.597,0.232,7.26000,0.02280,2.280000,
"WASP-85 A b","Transit",2016,"0.95 m Kepler Telescope",2.65567770,0.039000,13.899,1.240,402.05495,1.26500,0.880000,1.45200000000e+03
"HD 106315 b","Transit",2017,"0.95 m Kepler Telescope",9.55237000,0.090700,2.440,0.218,12.60000,0.03964,4.700000,1.15300000000e+03
"K2-308 b","Transit",2019,"0.95 m Kepler Telescope",3.38628000,,9.916,0.884,70.60000,0.22200,0.398000,1.21374821587e+03
"EPIC 206317286 b","Transit",2019,"0.95 m Kepler Telescope",1.58252000,,0.960,0.086,0.84000,0.00264,5.220000,
"EPIC 212499991 b","Transit",2019,"0.95 m Kepler Telescope",34.88500000,,1.600,0.143,3.19000,0.01000,4.280000,
"K2-268 c","Transit",2018,"0.95 m Kepler Telescope",9.32752700,0.081900,2.690,0.240,7.70000,0.02420,2.170000,6.96000000000e+02
"K2-113 b","Transit",2017,"0.95 m Kepler Telescope",5.81768500,0.064200,12.140,1.083,410.00070,1.29000,1.970000,1.09800000000e+03
"K2-414 c","Transit",2022,"0.95 m Kepler Telescope",6.66900000,0.055200,1.929,0.172,4.38000,0.01380,3.350000,
"K2-148 b","Transit",2018,"0.95 m Kepler Telescope",4.38395000,0.045400,1.330,0.119,2.33000,0.00733,5.440000,
"K2-395 c","Transit",2022,"0.95 m Kepler Telescope",8.49128200,,3.395,0.303,11.40000,0.03600,1.600000,
"HATS-11 b","Transit",2016,"0.18 m Takahashi Epsilon Astrograph",3.61918800,0.050700,18.030,1.609,263.79890,0.83000,0.315000,1.59600000000e+03
"EPIC 201757695.02","Transit",2020,"0.95 m Kepler Telescope",2.04780000,0.029600,0.908,0.081,0.68800,0.00217,5.050000,
"EPIC 201754305 d","Transit",2019,"0.95 m Kepler Telescope",2.71578000,,1.030,0.092,1.08000,0.00340,5.430000,
"K2-391 b","Transit",2022,"0.95 m Kepler Telescope",4.62265400,,1.371,0.122,2.45000,0.00772,5.220000,
"V1298 Tau c","Transit",2019,"0.95 m Kepler Telescope",8.24958000,0.082500,5.590,0.499,76.27882,0.24000,3.500000,9.68000000000e+02
"K2-95 b","Transit",2016,"0.95 m Kepler Telescope",10.13464540,0.052500,3.310,0.295,11.00000,0.03450,1.670000,4.74000000000e+02
"K2-268 f","Transit",2019,"0.95 m Kepler Telescope",26.27057000,,2.230,0.199,5.60000,0.01760,2.770000,4.92000000000e+02
"K2-57 b","Transit",2016,"0.95 m Kepler Telescope",9.00630000,0.074600,2.100,0.187,5.06000,0.01590,3.000000,
"GJ 1002 c","Radial Velocity",2022,"Multiple Telescopes",21.20200000,0.073800,1.100,0.098,1.36000,0.00428,5.610000,1.81700000000e+02
"K2-220 b","Transit",2018,"0.95 m Kepler Telescope",13.68325600,0.110400,2.390,0.213,6.30000,0.01980,2.540000,7.58000000000e+02
"K2-133 b","Transit",2017,"0.95 m Kepler Telescope",3.07133000,0.031940,1.340,0.120,2.36000,0.00742,5.390000,
"K2-225 b","Transit",2018,"0.95 m Kepler Telescope",15.87209000,0.134000,3.490,0.311,12.00000,0.03770,1.550000,9.02000000000e+02
"HAT-P-56 b","Transit",2015,"Canon 200mm f/1.8L",2.79083000,0.042300,16.926,1.510,734.18730,2.31000,0.750000,1.84000000000e+03
"K2-173 b","Transit",2018,"0.95 m Kepler Telescope",5.86869900,,1.608,0.143,3.22000,0.01010,4.250000,
"K2-211 b","Transit",2018,"0.95 m Kepler Telescope",0.66953200,,1.300,0.116,2.24000,0.00705,5.600000,
"K2-140 b","Transit",2017,"0.95 m Kepler Telescope",6.56918800,0.068000,13.563,1.210,295.58042,0.93000,0.660000,9.62000000000e+02
"K2-71 b","Transit",2016,"0.95 m Kepler Telescope",6.98541000,0.055900,2.150,0.192,5.27000,0.01660,2.910000,
"GJ 9827 b","Transit",2017,"0.95 m Kepler Telescope",1.20897400,0.018900,1.440,0.128,4.28000,0.01347,7.858000,1.03501000000e+03
"K2-43 b","Transit",2016,"0.95 m Kepler Telescope",3.47114900,0.037840,4.510,0.402,18.50000,0.05830,1.110000,9.39300000000e+02
"K2-16 c","Transit",2015,"0.95 m Kepler Telescope",19.07863000,0.122900,2.540,0.227,6.99000,0.02200,2.340000,4.85000000000e+02
"K2-272 b","Transit",2018,"0.95 m Kepler Telescope",14.45367560,0.100700,3.130,0.279,9.96000,0.03130,1.780000,7.47000000000e+02
"K2-215 b","Transit",2018,"0.95 m Kepler Telescope",8.26964800,,2.124,0.189,5.16000,0.01620,2.960000,
"K2-198 d","Transit",2019,"0.95 m Kepler Telescope",7.45001770,,2.438,0.218,6.52000,0.02050,2.470000,9.43200000000e+02
"K2-138 f","Transit",2017,"0.95 m Kepler Telescope",12.75758000,0.104470,2.904,0.259,1.63000,0.00513,0.400000,6.53000000000e+02
"TRAPPIST-1 h","Transit",2017,"Multiple Telescopes",18.77286600,0.061890,0.755,0.067,0.32600,0.00103,4.162780,1.71700000000e+02
"K2-179 b","Transit",2018,"0.95 m Kepler Telescope",5.17219100,,2.513,0.224,6.86000,0.02160,2.380000,
"K2-97 b","Transit",2016,"0.95 m Kepler Telescope",8.40672600,0.086000,10.610,0.947,152.55840,0.48000,0.702000,1.49900000000e+03
"K2-138 e","Transit",2017,"0.95 m Kepler Telescope",8.26146000,0.078200,3.390,0.302,12.97000,0.04081,1.800000,7.57000000000e+02
"K2-384 c","Transit",2022,"0.95 m Kepler Telescope",4.19476600,,1.191,0.106,1.82000,0.00572,5.920000,
"K2-7 b","Transit",2015,"0.95 m Kepler Telescope",28.67992000,0.181400,2.670,0.238,7.61000,0.02390,2.200000,6.51000000000e+02
"K2-58 d","Transit",2016,"0.95 m Kepler Telescope",22.88270000,0.151700,1.710,0.153,3.57000,0.01120,3.920000,
"K2-186 b","Transit",2018,"0.95 m Kepler Telescope",41.47421900,,3.172,0.283,10.20000,0.03210,1.760000,
"K2-24 b","Transit",2016,"0.95 m Kepler Telescope",20.88977000,0.154000,5.400,0.482,19.00000,0.05978,0.640000,7.09000000000e+02
"Pr0211 b","Radial Velocity",2012,"1.5 m Tillinghast Reflector Telescope",2.14610000,0.031760,13.400,1.200,597.52040,1.88000,1.360000,
"HD 50554 b","Radial Velocity",2002,"0.6 m Coude Auxiliary Telescope",1293.00000000,2.353000,12.800,1.140,1859.29618,5.85000,4.870000,
"K2-62 b","Transit",2016,"0.95 m Kepler Telescope",6.67202000,0.063600,2.140,0.191,5.22000,0.01640,2.930000,
"K2-257 b","Transit",2018,"0.95 m Kepler Telescope",1.60588000,0.021600,0.830,0.074,0.49800,0.00157,4.790000,7.89000000000e+02
"K2-166 b","Transit",2018,"0.95 m Kepler Telescope",8.52695000,0.085800,2.190,0.195,5.43000,0.01710,2.840000,1.14000000000e+03
"EPIC 201427007 b","Transit",2021,"0.95 m Kepler Telescope",0.72091000,,1.500,0.134,2.86000,0.00899,4.660000,
"EPIC 212587672 b","Transit",2019,"0.95 m Kepler Telescope",15.28078000,,1.260,0.112,2.13000,0.00669,5.850000,7.56000000000e+02
"Ross 128 b","Radial Velocity",2017,"3.6 m ESO Telescope",9.86580000,0.049600,1.110,0.099,1.40000,0.00440,5.630000,3.01000000000e+02
